word	vol_lv	count
TURKEY HALVES/QUARTERS	2	44
CONTINUITY	2	240
AGE RESTRICTED FIREWORKS	2	136
DOG & CAT ACCESSORIES	2	221
MALE ACTION	2	64
EYE CENTER	2	39
WILD BIRD SEED	2	243
SAL:OLIVES/PICKLS-PRPCK	2	140
SLEEPING AIDS	2	228
ALL OTHER IMPORTED WINES	2	175
FRENCH WINES	2	129
PREP FD: ENTREES (HOT)	1	6
BATH	1	13
CHEESE SPREADS	1	11
SWIN/TOYS	2	89
WHOLE HEN (OVER 15LBS)	1	26
COFF SHOP: RETAIL PACK BEVERAG	1	22
CRAFTS/SEWING-MAGAZINE	2	75
CHARCOAL LIGHTER FLUID/UTILITY	3	436
HISPANIC COOKIES/CRACKERS	2	48
GRASS/SHRED	2	74
MUSIC-MAGAZINE	2	125
PREP FD: PORTION PACKS	1	29
FRZN BRD OTHER	2	121
BULK PLASTICS	2	85
MIXES	2	50
PROMOTIONAL BATH	1	24
SINGLE SERVE/MULTI-PK CKTLS	2	103
DVD PLAYERS	1	17
HAND AND BODY CREAM	2	145
TRAIL MIXES	2	71
BULK CANDY	2	77
CHICKEN LEGS/QUARTERS	2	119
INK CARTRIDGES	1	17
FACIAL MOISTURIZERS	2	191
MISC ORAL HYGN MEDICATED (DESE	2	61
SEMI MOIST DOG FOOD	2	63
MEAT:LNCHMT PPK/PRSLC	1	20
SOCIAL STATIONERY	2	87
ALL FABRIC DRY BLEACH	2	141
HOMINY	2	184
MISC. DEODORANTS	2	60
COCKTAIL MIXES-FRZ	2	135
BOUQUET (NON ROSE) ALL OTYHER	2	76
ORGANIC SQUASH	1	30
STANDARD ANNUALS (OUTDOOR)	2	61
MARINATED	2	127
OTHER PRESCHOOL	1	28
RICE BEVERAGE	2	156
GREEN ONIONS	2	84
COOKING WINES	2	132
BARGAIN	1	20
KABOBS BEEF	2	37
HUNTING&FISHING-MAGAZINE	1	31
SINK ACCESSORIES	2	99
PAPER LUNCH BAGS	2	150
STANDARD SHRUBS	1	11
NATURAL	1	22
HERBS FRESH OTHER	2	190
RTD COCKTAILS 750ML PLUS	2	187
SPECIAL SEASONAL	2	86
HANGING BASKETS (BLOOMING)	2	103
SPICES/SEASONING	2	49
PASTA/RAMEN	2	289
FIRSTAID TAPES/COTTON/GLOVES	2	83
SWEET GOODS: CANDY	1	31
CELERY CHOPPED/STICKS	2	150
SOUTH AMERICAN WINES	2	205
BATH BEADS	1	11
BROOMS: PLSTC/NATRL & PATIO	2	106
SEASONAL PLASTICS	2	158
SEAFOOD-FRE-OYSTERS-RAW	1	12
RIB	1	15
JUMBO SHRUBS	1	6
SCIENTIFIC CALC	1	13
CRAZY DAISIES	2	77
NIGHT LIGHTS	2	91
CORN STARCH	2	295
FLYING INSECT	2	123
CHUCK/SHLDR - STK/CHP/SLC	2	107
COOKIES: PARTY	2	76
LOIN - ROAST	2	49
LOIN - WH/HALF BONELESS	2	79
STANDARD FLOWERING PLANTS	2	117
FEMALE CONTRACEPTIVES	2	122
OTHER ETHNIC FOODS	1	15
MACKEREL	2	68
JHOOK - MISC	2	116
WIRELESS PHONES	1	10
PLASTIC TOYS	2	48
HARDBACK/TRADE BEST SELLER	2	182
DENTURE CLEANSERS	2	201
DENTURE ADHESIVES	2	196
PREP FOODS: SOUP- HOT	2	41
ATHLETIC GIFT ITEMS	2	43
UTILITY	2	32
ORGANIC POTATOES	2	100
TRADITIONAL TEQUILA (42 UNDER	2	36
LIQUEURS/SPECIALTIES	1	16
ADULT INCONTINENCE MISC PRODUC	2	137
CAKES: CHEESECAKE	2	186
VITAMIN - MINERALS	3	318
SMOKED CHOPS BONE-IN	2	75
SUNTAN PRODUCTS W/O SPF	1	25
DOG & CAT TOYS	3	435
SHELF LINERS	1	27
WALL HANGINGS FRAMED PICTUR	2	38
HAM - BONE-IN WHOLE	1	17
COOKING OIL: PEANUT SAFFLOWER	2	154
NON FAT DRY MILK	2	75
FRAMES	2	124
LAWN & LEAF BAGS	2	233
LAUNDRY	2	102
OPEN STOCK SHEETS	1	6
BABY FOOD	3	430
SEASONAL CANDY BOX-CHOCOLATE W	2	85
PLATINUM FOLIAGE PLANTS	1	22
TURKEY WINGS	2	92
PICTURE FRAMES	1	20
PERSONAL REPELLANTS	2	99
EASTER EGG COLORING	2	117
MISC. INFANT SUPPLY	2	65
SPHE 9.99	2	115
MISC GREETING CARD SHOP	2	78
FROZEN CONVENIENCE/POCKETS	2	286
BALLOONS SHAPES/OTHER	2	175
ALTERNATIVE LITTER	2	112
BATH & BODY THERAPIES	2	32
FROZEN MISC	1	28
THIN MEATS	2	63
SHLDR - BUTT	2	41
SUNGLASSES SOLARGENICS	2	67
CANADIAN WHISKEY(42 UNDER PROO	2	49
FRZN MISC SEAFOOD	2	113
OILS/VINEGAR	2	77
INSTANT DECAF FLVR COFFEE W/ S	2	56
HAM - BONE-IN HALF/PORT	2	51
BLEND/MIX	2	32
BEERALE -NON ALCOHOLIC	2	201
PREMIUM 1.5LT WINES	2	43
LADIES SHEER HOSIERY	2	93
SPECIALTY SNACKS (SOYNUTS/TRAI	2	58
SINUS/ALLERGY(AGE RESTRICTED)	2	40
SEASONAL OTHER	2	36
DL SPEC: MUST/OILS/VINEGARS	2	80
GLAZED FRUITS	1	22
COFF SHOP: DANISH TAKE OUT	2	42
CHRISTMAS LIGHTS	2	197
HAMS-CANNED	1	8
NECTARINES WHITE FLESH	2	81
HISPANIC CARBONATED BEVERAGES	2	265
CHERRIES (EXCEPT MARASCHINO)	2	62
ROSE BOUQUET	2	106
MENS FASHION UNDERWEAR	1	11
PREP FD: ORIENTAL (COLD)	1	29
KIDS MILK DRINKS-ASEPTIC	1	15
BABY BASIC INFANT ACC TOYS	2	53
DEODORANTS	1	17
MAKE-UP/WIGS	2	116
APPLE BUTTER	2	96
FOLIAGE PLANTS-OTHER	1	23
DELI TRAY:FRUIT AND VEGETABLE	2	166
MUSHROOMS OTHER	2	141
WOMENS /GIRLS  SOCKS	1	13
CARD GAMES	2	112
FITNESS&DIET-CAPSULES&TABLETS	1	10
CANNING SPICESSALSAPICKLING	2	52
FISHER PRICE	2	72
OUTDOOR	2	32
SAUSAGE	2	304
CIGARETTE PARAPHERNALIA	1	7
BABY ISOTONIC DRINKS	2	260
WHOLE - TOM (16 LBS & OVER FRS	1	20
PARTY TRAYS: COOKIES-ROLLS	2	53
WHOLE/CUTUP	1	22
TRADITIONAL RUM	1	12
MELONS WHOLE OTHER	2	44
POTATOES WHITE (BULK&BAG)	2	58
VARIETY MEAT - EXTERNAL	2	111
MENS HAIR SPRAYS/TONICS/CREAMS	2	174
SV BEV: COFFEE TAKE OUT	2	35
FROZEN ICE CREAM	2	68
PROTIEN SALADS - PREPACK	2	62
KITCHEN TEXTILES	2	114
TREE STANDS	2	44
SUNLESS PRODUCTS	2	67
SMOKING TOBACCO	2	57
MEDICATED FIRST AID DRESSING/C	1	19
DESSERTS & VERMOUTH	2	103
PREMIUM FOLIAGE PLANTS	2	61
EYE CARE ACCESSORIES	2	44
SBT	1	29
COMPUTER ACCESSORIES	1	9
PURSE BOOKS-MAGAZINE	2	127
THERMOMETERS PROBE COVERS	2	72
SWIM/SPA POOLS	2	123
QSR FD: ORIENTAL (HOT)	2	118
SW GDS: MUFFINS	2	105
MINI 2-5 STEMS	1	30
FROZEN MEAT	1	28
TULIPS	2	47
BASIC CALC	2	47
MISC. CEREAL	2	46
NUT SUPP-C VITAMINS	1	18
NUT SUPP-HOMEOPATHY	1	10
SANDWICHES - (HOT)	1	21
GROOMING COMBS THERMOMETER	1	17
HAMS-DRY CURED/COUNTRY	2	57
AREA REPELLANTS	2	52
MISC. FEMININE HYGIENE	2	38
SANDWICHES-OTHER	2	239
AUTHENTIC ASIAN FOODS	1	27
CD-R	2	67
SEAFOOD-FRZ-BRD WHOLE FILLETS	2	86
SEAFOOD-FRZ-BRD-OTHER	1	22
FM-NFL	2	38
TRADITIONAL GIN	1	17
HASBRO	1	21
TURKEY THIGHS	1	14
BATTERIES	2	149
MENS PAJAMAS	1	18
AREA RUGS	2	33
TOTES	2	34
VAC BAGS/ACC	2	118
MISCELLANEOUS NON FOOD PRODUCE	1	6
LANDSCAPE HELPERS	1	16
NUT SUPP-ESSENTIAL OILS (REFRI	1	5
BROCCO-FLOWER	2	35
SPORTS NUTRITION	1	22
PORTABLE GRILLS	1	10
PREMIUM ANNUALS (OUTDOOR)	1	30
BABY CEREAL	2	74
DESIGNER FRAGRANCES	2	72
EVERYDAY SMALL	1	12
VEGETABLES/DRY BEANS	2	163
RHAPSODY	1	31
CANDY BAGS-NON CHOCOLATE W/FLO	2	207
ELECTRICAL ITEMS	1	7
BRUSH/WEED/GRASS KILLERS	1	15
BATH SPONGES/ACCESSORIES	2	37
PLANNERS & ORGANIZERS	1	11
FLATWARE	1	8
GIFT ITEMS	1	7
SPECIALTY	2	38
ORGANIC PROCESSED	1	20
IN STORE MADE	1	29
EASTER FILL EGGS	2	89
NOVELTY CANDY-TAXABLE	1	8
EASTER BASKETS	2	70
PACKAGED MIX	2	79
PREPARED/PKGD FOOD MISC	1	24
SEAFOOD-MISC-SAUCES/MARIN-DRY	2	51
SAUCES/MARINADES	2	45
RIGID GAS PERMEABLE	2	98
EVERYDAY MEDIUM	1	27
HOLDIAY DINNER (COLD)	1	27
HERBS DRIED	2	49
VEG JUICE (EXCEPT TOMATO) (50%	2	61
NATURAL FOODS DISH	1	23
COFFEE GROUND	1	9
AQUARIUM NEEDS	2	137
CANNING SUPPLIES/PICKLING MIX	1	15
FLOWERING PLANTS (5IN & DOWN)	2	67
MEAT-MISC-MISC	2	34
SCIENCE FICTION-MAGAZINE	1	5
OUTDOOR SPORTS	1	13
HAND HELD GAMES	1	6
SUNGLASSES SPORT	1	18
PIES: SUGAR FREE	2	37
JEWELRY/COSTUME FAF	1	9
MINI DISC	2	33
RECHARABLE BATTERIES	2	46
KABOBS POULTRY	2	32
ROMANCE-MAGAZINE	2	99
PERSNL APPL: FT BTH/MASSGRS	1	21
EXTERNAL FRESH	2	76
SPANISH RICE (CANNED ONLY)	1	22
BARBIE	2	54
SOAP- LIQ&BAR	1	27
CHIX: CHICKEN DINNERS/SNACKS C	1	9
WREATHS	1	23
BULK CANDY W/FLOUR	2	37
MENS /BOYS  SOCKS	1	5
CORN BI-COLOR	1	24
HAIR ROLLERS	1	24
TREAT CARRIERS	2	79
MEATLESS/VEGETARIAN	2	48
WIRE	2	38
CLOSET ORGNZRS: HNGRS/STORER	2	47
SCHNAPPS(42 UNDER PROOF)	2	53
SINCLAIR AND VALENTINE	1	7
BREAD - TOPPINGS &SEASONINGS	1	17
CAPSULE/TABLET NUTRITION PRODU	1	9
TORCHES	1	12
PATIO SETS	1	9
MISC. BABY PRODUCTS	2	97
CANNED CAT FOOD RATION (ECONOM	2	87
KIDS	1	26
CHIX: ROTISSERIE COLD	2	50
THERMAL ANALGESICS	1	16
NOVELTY CANDY W/FLOUR	1	6
BREADED - CHICKEN	2	51
COMICS	1	24
WATER GUNS	1	28
EASTER GIFTWARE/DECOR	2	83
EASTER BASKET STUFFERS	2	113
PUMPKINS NON FOOD DECORATED	1	5
BATH KITS	1	5
THROWS	1	17
CONVALESCENT CARE - CANES	1	13
ORGANIC STONE FRUIT	1	27
NATURAL FOODS CLEANERS	1	31
ORAL HYGIENE PRODUCTS	1	16
PREP FD: HISPANIC (COLD)	1	11
MEAT: BACON	1	18
AUTHENTIC DRY BEVERAGES W/O SW	2	43
CANDLES & LIGHTING	1	25
BATH UTILITY/ORG	1	7
MARGARITA SALT/SUGAR MISC	2	42
ORGANIC VALUE ADDED VEGETABLES	2	42
CHICKEN	1	17
RIDE-ONS	1	6
SURFACE PREP	1	20
WASTECANS	1	28
DIET/NUTRITION VITAMIN (ADULT	1	11
NATURAL CHEESE RANDOM WT	2	37
HISPANIC JUICES OVER 50% JUICE	1	19
SMOKED CHOPS BONELESS	2	34
MISC CARRIER	1	15
ADULT INCONTINENCE BRIEFS	2	46
ROSE ARRANGEMENTS	1	16
NATURAL FOODS PAPER	1	14
COLLARS AND LEADS	2	145
SMOKED PICNICS	1	20
BULK GLASSWARE	1	15
DIY ELECTRICAL	2	32
BALLOONS 18IN PKG LICENSED	1	24
CONSTRUCTION	2	49
BLENDED JUICE&COMBINATIONS (UN	1	7
MISC. ORAL HYGN.	1	13
NERF ITEMS	1	21
CLOCKS	1	15
SCIENCE&TECHNOLOGY-MAGAZINE	2	42
SW GDS:SW ROLLS/DAN-LESS THN 6	2	33
CRAFT BASICS	2	37
FLAGS	2	37
BABY BASICS	2	50
GUNS-MAGAZINE	2	33
PLUSH	2	54
POLY POOLS	1	17
BABY FURNITURE ACCESSORIES	1	21
FILLERS	1	18
NEWS-MAGAZINE	2	49
TIMERS AND THERMOSTATS	1	6
FLNK/PLT/SHNK - WH/HALF	2	49
MISC. GLASSWARES	1	11
OVEN CLEANERS	2	130
LOTIONS/CREAMS/OILS	1	11
ORGANIC NUTS	1	6
ETHNIC SHAVE PRODUCTS	1	10
NON FOOD KOSHER ITEMS	1	11
SOUR CREAM/COTTAGE CHEESE	2	96
SUSHI - PREPACKAGED	1	25
HOLIDAY ARRANGEMENTS	1	8
DL SPEC: JELLIES/TOPPINGS	1	27
AUTHENTIC DRY BEVERAGES W/SWEE	1	27
AS SEEN ON TV	1	25
KODAK COPY PRINT STATION	1	12
MINI ORNAMENTS	1	28
FOOD SAVERS	1	12
BREAST - BONE-IN (FRZ)	1	19
CANADIAN WHISKEY	2	41
IRONING ACCESSORIES: BRDS/CV	2	39
MASKS	2	56
GRAINS	2	63
PHONE CARDS	2	54
MENS GIFTS	1	6
NUT SUPP-NON HERBAL SUPPLEMENT	1	7
TEA KETTLES	1	8
CORSAGES/BOUTONNIERES	1	13
FLOWER SEEDS	1	30
BERRIES CND (BLUBLKRASP)	1	18
FASHION SLG	1	31
SPORTS MEDICINE	1	7
WINDSHIELD	1	20
SIDE DISHES	1	11
TRUESCENTS/BAIN DELUXE	1	5
CAN OPENERS	1	11
JHOOK - BABY	1	22
MISSION TABLES	1	12
HEATERS	1	8
GRINDS	1	11
SMALL ACCESS UMBRELLAS	1	29
OUTDOOR ROLL-UP BLINDS	1	17
ALL PURPOSE CLEANERS	1	16
INDR PLANTR ACCESSORIES	1	7
BRANDY	1	12
SEASONAL NOVELTY ITEMS	1	6
NOVELTY FOLIAGE PLANTS	1	6
FRZN SWEET ROLLS&MUFFINS	2	34
PARTY TRAYS: BREAKFAST SWEETS	1	7
PLANT CARE & SOIL (LESS THAN 2	2	37
AUTHENTIC SOUPS BOUILLONS	2	90
MOVING AND STORAGE	1	8
MENS ARCTIC FLEECE SHIRT	1	8
JUICE (UNDER 50% JUICE)	2	32
VEGETABLE	1	7
ROUND/LEG	1	20
MISC. CND FRUIT (GRAPESFIGSE	1	13
MEAT-MISC-RW-ALL	1	10
BATH OILS	1	11
PLATINUM PERENNIALS (OUTDOOR)	1	14
HISPANIC SPICES AND SEASONINGS	1	19
MISCELLANEOUS HOLIDAY GIFTWARE	2	47
WREATHS/TINSEL/GARLAND	2	42
SAFETY & SECURITY	1	6
READING GLASSES ACCESSORIES	1	13
GERBS	1	9
WICKER	1	17
SHLDR - PICNIC	1	5
SEASONAL MISCELLANEOUS W/FLOUR	1	9
RBR SYRNGS HOT WTR BTLS	2	48
MISC DIET	1	15
MEAT-MISC-SAUCES/MARIN-DRY	1	16
GERMAN FOODS	1	27
CAN/BTL BEVERAGE	2	104
KETCHUP/MUSTARD/BBQ SCE/MARINA	1	28
MILITARY/SURVIVAL-MAGAZINE	1	8
MAX FACTOR	2	39
RACQUET SPORTS	1	7
TRADITIONAL TEQUILA	1	8
TELEVISIONS	1	5
ACCESSORIES	1	19
ORGANIC PEPPERS ALL	2	32
NON FOOD	1	17
ETHNIC SKIN CARE	1	7
FOOTBALL	1	18
HOME DECOR	1	11
CHRISTMAS GREENS/WREATHS	1	10
BOXED GLASSWARE	1	24
CURFEW JEWELRY	1	6
COMPUTING-MAGAZINE	2	64
BEEF/PORK - DRIED SLICED W/GRA	2	40
LOIN	1	21
PRESCHOOL TOYS	1	9
GRAPES OTHER	1	17
BUILDERS HARDWARE	1	25
MENS FASH SPORT SOCKS	1	9
TRADITIONA GIN (42 UNDER PROOF	1	18
INDIVIDUAL ORNAMENTS	2	52
CELLULAR ACCESSORIES	1	15
FASHION SHEETS	1	12
DIET CNTRL POWDERS NUTRITIONAL	2	55
PREMIUM MUMS	1	14
MMK DOWNLOAD	1	21
HISPANIC CHEESE	1	7
OUTDOORS-MAGAZINE	1	8
CHEMICALS/MTL POLISH/MOTH	2	49
ORGANIC MELONS	1	14
PHYSICANS FORMULA	1	11
SMALL PACKAGE FERTILIZERS	1	7
NUT SUPP-PROTEIN-FOOD STAMPABL	1	16
TEA DRY	1	27
PROMOTIONAL TOWELS	1	9
TRAVEL-MAGAZINE	1	8
MISC. ETHNIC HBC ITEMS	1	8
BATH TOWELS WASH CLOTHS HT	1	16
MEDITERRANEAN/GREEK FOODS	1	31
CUTTING BOARDS	1	24
SFT DRNK MISC CAN (EX:4PK18PK	1	14
YELLOW JACKET	1	5
BRISKET	1	13
FLAVORED RUM	1	6
SOCCER	1	8
MUSHROOMS DRIED	1	8
LADIES CASUAL SHOES	2	49
TREE ACCESSORIES	1	6
REFRIGERATED KOSHER PRODUCTS	1	12
FLOURSCENT LAMPS	1	9
DOORMATS RUN RUNNERS CARPT	1	21
TABLETOP	1	6
N-PRESC HEARING AID BATTERIES	1	5
MISC FEMININE HYGIENE MEDICATE	1	24
GAS GRILLS	1	5
LIGHTING ACCESSORIES	1	13
PLANTERS	1	20
SNOW GOODS	1	5
WATERMELON PERSONAL	2	48
*SCRAPBOOK	1	7
PEYTON/GM EXPENSE ITEMS	1	11
COORDINATES	1	27
PARFUMS DE COUER	1	14
R/C VEHICLES	1	7
SFT DRNK MISC BTL (ANY BTL NOT	1	9
DECORATOR ACCESSORIES	1	5
PLATINUM FLOWERING PLANTS	1	10
BASIC HAND TOOLS	1	10
CALLA LILY	1	11
BOYS HOSIERY	1	9
SUNGLASSES YOUNG MENS	1	17
RX MEDICATED OTC DRUGS	1	12
WATER SOULABLE FERTILIZERS	1	7
DRUMS (FRZ)	1	6
MISC FRAGRANCES	1	7
CHARCOAL GRILLS	1	8
COFF SHOP: INEDIBLES	1	13
AUDIO/STEREO-MAGAZINE	1	5
MASTERCARD GIFT CARD	2	34
ORGANIC	1	6
*BOYS/GIRLS MISC TOYS	1	19
VALENTINE MISC	1	16
SKIRT	1	8
PLANT FOODS	1	6
TOYTRONICS	1	8
PORTABLE AUDIO	1	8
WATCHES WATCH BANDS	1	9
FACE MAKE UP AND TREATMENT	1	8
HOSE REPAIRS	1	12
HAIR PERMANENTS AND RELAXERS	1	8
APPLES CRABAPPLES	1	13
CAMPING FURNITURE	1	8
APS	1	8
*SPRING/SUMMER MISC	1	11
CHIX: BAKED 8PC CUT UP (COLD)	1	22
FM-TEAM SPORTS	1	6
DELUXE 25 STEMS & UP	1	20
MODELS	1	13
HANES PANTIES	1	9
VITAMIN MISC	1	5
RESIN	1	8
NUT SUPP-JOINT HEALTH	1	7
FLORAL - ALL OTHERS	1	7
HAM - BONELESS HALF/PORT	1	11
IRONS	1	7
BAKING	1	12
SUPER PREMIUM TOPPING	1	10
FITNESS & DIET - SUPPLEMENTS	1	9
PNUT BTR/JELLY	1	5
CRV DEPOSIT NT/F	1	5
FLAVORED BRANDYH (42 UNDER PRO	1	7
FOLIAGE PLANTS (6IN TO 10IN)	1	13
BUNCHES 5-9 STEM (OTHER)	1	10
CERAMIC PLANTERS	1	5
HD DESIGNS	1	5
JUICE (OVER 50% JUICE)	1	10
VITAMIN - ADULT ONLY SUPPLEMEN	1	10
PROMO BED PILLOWS	1	8
BASIC TOWELS	1	6
FREEZE MIXES PWDRS/LIQUIDS	1	5
MISC OILS	1	16
BAGS/ACC	1	6
CAKES: POUND	1	16
INFANT WEAR	1	6
NUT REFRIG JUICE OVER 50%	1	9
SHAVERS: MENS  WOMENS	1	7
CLOSET HOOKS	1	9
OTHER ASIAN FOODS	1	13
PHONE ACCESSORIES	1	11
VIDEO ACCESSORIES	1	5
ELECTRONICS	1	15
RW FRESH PROCESSED MEAT	1	6
SEAFOOD-MISC-RW-ALL	1	5
COFFEE WHOLE BEAN	1	6
HANDBAGS LEATHER&SUEDE	1	8
GIFT SETS	1	5
LOIN - WH/HALF	1	5
DATES	1	22
BULB SETS	1	5
LEVI 550	1	11
JEWELRY/COSTUME NECK/BRAC ANK	1	6
BEVERAGE	1	6
TURKEY GRND/PTTY	1	6
BLENDED WHISKEY	1	6
GLUTEN FREE	1	7
BOUQUETS (NON-ROSE)	1	6
*MISC. LOBBY ITEMS	1	5
REPTILE NEEDS	1	5
QSR FD: HOT PIZZA	1	7
FRESH HAMS	1	6
ALMANACS-MAGAZINE	1	6
PREMIUM EASTER LILY	1	12
4-20 BOYS TEAM SPORT	1	5
BASKETBALL	1	10
HALLOWEEN COSTUMES/MASKS/ACCES	1	5
BABY SOFT GOODS CLOTH DIAPR	1	5
TABLECLOTHS TOPPERS	1	5
MEAT: GIFT PACK	1	7
SEASONAL SILK ARRANGEMENTS	1	6
MOUTH SORE	1	7
BOXED	1	5
SALAD BAR OTHER	1	7
DIET BARS DIET LIQUID MEALS	1	6
HUMOR-MAGAZINE	1	5
HOUSE/CARPET DEODORIZERS	1	5
COFFEE SHOP: CANDY	1	5
COOKIES	1	7
STRING LIGHTS	1	11
MISC. OTC MEDICINES	1	6
BASEBALL	1	7
SOFT DRINKS BOTTLE RETURNABLE	1	9
NATURAL FOODS SNACKS	1	10
BREAST - BONE-IN	1	9
MOUTHWASHES (ANTISEPTIC)	1	5
